ticker,name,type,sector,article_date,article_headline,label
CVBF,CVB Financial Corp.,EQUITY,Financial Services,2015-06-12,"Piper Jaffray Initiates Coverage on CVB Financial at Neutral, Announces $16.00 PT",neutral
CVBF,CVB Financial Corp.,EQUITY,Financial Services,2015-06-12,Piper Jaffray Initiates Coverage on Regional Banks,neutral
ERIC,Telefonaktiebolaget LM Ericsson (publ),EQUITY,Technology,2015-06-15,"Ericsson's Chief Strategy Officer Says Company to Stick With Focus On In-House Growth as Opposed tot Big Merger Deals; Was Questioned About Buying Ciena, Juniper -Reuters",neutral
ERIC,Telefonaktiebolaget LM Ericsson (publ),EQUITY,Technology,2015-06-15,"Ciena Shares Lower as Hearing Ericsson's Chief Strategy Officer Rima Qureshi Responds to Recent M&A Speculation, Says Will Remain Focused on Organic Growth, Not Deals",neutral
EA,Electronic Arts Inc.,EQUITY,Communication Services,2015-06-15,E3 2015: What Investors Should Know,neutral
AMCX,AMC Networks Inc.,EQUITY,Communication Services,2015-06-16,"Maxim Group Maintains Buy on AMC Networks, Raises PT to $90.00",mildly bullish
ENSG,"The Ensign Group, Inc.",EQUITY,Healthcare,2015-06-16,Stocks Hitting 52-Week Highs,mildly bullish
ADBE,Adobe Inc.,EQUITY,Technology,2015-06-16,"Adobe Cuts FY15 Sales Guidance from ~$4.925B to ~$4.845B vs $4.88B Est., Maintains Adj. EPS Outlook from ~$2.05 vs $2.08 Est.",mildly bearish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2015-06-16,"Report Claims Snapdeal Could Get Backing From Alibaba, Foxconn",mildly bullish
BLRX,BioLineRx Ltd.,EQUITY,Healthcare,2015-06-17,BioLineRx Says Will Present Successful Results of Phase 1/2 Study of Novel Celiac Treatment,mildly bullish
AGNC,AGNC Investment Corp.,EQUITY,Real Estate,2015-06-17,"Bank of America Downgrades American Capital Agency to Underperform, Lowers PT to $16.00",mildly bearish
ADBE,Adobe Inc.,EQUITY,Technology,2015-06-17,Adobe Slides After Lowering Guidance,mildly bearish
BIIB,Biogen Inc.,EQUITY,Healthcare,2015-06-17,The Note Moving Pharma Giants Today,neutral
ACGL,Arch Capital Group Ltd.,EQUITY,Financial Services,2015-06-18,BMO Capital Downgrades Arch Capital Group to Market Perform,mildly bearish
ALGT,Allegiant Travel Company,EQUITY,Industrials,2015-06-18,"Barclays Upgrades Allegiant Travel to Equal-weight, Raises PT to $200.00",mildly bullish
DGLY,"Digital Ally, Inc.",EQUITY,Communication Services,2015-06-18,"Rodman & Renshaw Saw Digital Ally Commericial Opporunity Exceeds Law Enforcement Opportunity, Says US Market COuld Be ~45K Ambulances & ~200K Taxicabs",mildly bullish
BMRN,BioMarin Pharmaceutical Inc.,EQUITY,Healthcare,2015-06-18,Mid-Morning Market Update: Markets Open Higher; Kroger Earnings Beat Views,neutral
AVGO,Broadcom Inc.,EQUITY,Technology,2015-06-19,"BofA: Skyworks Has M&A Potential, Big Dividend, Apple Connection And We Like It",mildly bullish
ACHC,"Acadia Healthcare Company, Inc.",EQUITY,Healthcare,2015-06-19,Benzinga's Top Initiations,neutral
ACHC,"Acadia Healthcare Company, Inc.",EQUITY,Healthcare,2015-06-19,Benzinga's Top Initiations,neutral
BMRN,BioMarin Pharmaceutical Inc.,EQUITY,Healthcare,2015-06-19,Benzinga's Volume Movers,neutral
EA,Electronic Arts Inc.,EQUITY,Communication Services,2015-06-19,Brean And Wedbush Both Think EA's Guidance Is Conservative: Here's Why,mildly bullish
ADBE,Adobe Inc.,EQUITY,Technology,2015-06-22,Argus Boosted Its Adobe Price Target: Here's Why,mildly bullish
ATRO,Astronics Corporation,EQUITY,Industrials,2015-06-22,Commercial Aircraft Makers See Orders Slump At Paris Airshow,mildly bearish
BIIB,Biogen Inc.,EQUITY,Healthcare,2015-06-23,Biogen Phase 3 Study Of Aducanumab,mildly bullish
AMCX,AMC Networks Inc.,EQUITY,Communication Services,2015-06-23,Benzinga's Top Downgrades,neutral
CASI,"CASI Pharmaceuticals, Inc.",EQUITY,Healthcare,2015-06-23,Morning Market Gainers,mildly bullish
AMCX,AMC Networks Inc.,EQUITY,Communication Services,2015-06-23,Benzinga's Top Downgrades,neutral
CASI,"CASI Pharmaceuticals, Inc.",EQUITY,Healthcare,2015-06-23,Morning Market Gainers,mildly bullish
EA,Electronic Arts Inc.,EQUITY,Communication Services,2015-06-24,US Stock Futures Slide Ahead Of GDP Data,neutral
AVGO,Broadcom Inc.,EQUITY,Technology,2015-06-24,Benzinga's Top Initiations,neutral
AVGO,Broadcom Inc.,EQUITY,Technology,2015-06-24,Benzinga's Top Initiations,neutral
CPRT,"Copart, Inc.",EQUITY,Industrials,2015-06-24,"Georgia Department Of Revenue Issues Copart Inc. A  Notice Of Proposed Assessment For Uncollected Sales Tax Of $73.8M, Including Penalties And Interest",strongly bearish
AVGO,Broadcom Inc.,EQUITY,Technology,2015-06-24,Benzinga's Top Initiations,neutral
CGEN,Compugen Ltd.,EQUITY,Healthcare,2015-06-24,Benzinga's Top #PreMarket Losers,mildly bearish
AVGO,Broadcom Inc.,EQUITY,Technology,2015-06-24,Benzinga's Top Initiations,neutral
CPRX,"Catalyst Pharmaceuticals, Inc.",EQUITY,Healthcare,2015-06-24,Mid-Morning Market Update: Markets Open Lower; Lennar Beats Q2 Estimates,neutral
CPRX,"Catalyst Pharmaceuticals, Inc.",EQUITY,Healthcare,2015-06-24,Mid-Day Market Update: Box Surges Following Announcement Of Partnership With IBM On Cloud; Sunedison Semiconductor Shares Fall,neutral
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2015-06-26,"Mizuho Picks Top Internet Stocks, But Google And Netflix Don't Make The Cut",mildly bearish
CSIQ,Canadian Solar Inc.,EQUITY,Technology,2015-06-26,Lights Out For Canadian Solar Shares,strongly bearish
APOG,"Apogee Enterprises, Inc.",EQUITY,Industrials,2015-06-26,Northland Securities Downgrades Apogee Enterprises to Market Perform,mildly bearish
APOG,"Apogee Enterprises, Inc.",EQUITY,Industrials,2015-06-26,Northland Securities Downgrades Apogee Enterprises To  Market Perform,mildly bearish
EA,Electronic Arts Inc.,EQUITY,Communication Services,2015-06-27,Mizuho Analysts Went To E3; Here's How They're Investing Now,neutral
CWCO,Consolidated Water Co. Ltd.,EQUITY,Utilities,2015-06-29,Mid-Morning Market Update: Markets Open Lower; Sysco Terminates Merger With US Foods,neutral
ACTG,Acacia Research Corporation,EQUITY,Industrials,2015-06-29,"Acacia Announces Settlement and Patent License Agreement with BMW of North America, LLC",mildly bullish
BWEN,"Broadwind, Inc.",EQUITY,Industrials,2015-06-30,Broadwind Energy Announces Extension of $20M Credit Facility,mildly bullish
CPRX,"Catalyst Pharmaceuticals, Inc.",EQUITY,Healthcare,2015-06-30,Catalyst Pharmaceuticals Names Dr. Gary Ingenito Chief Medical Officer,mildly bullish
AXTI,"AXT, Inc.",EQUITY,Technology,2015-06-30,AXT Names Hong Hou COO,neutral
CMCSA,Comcast Corporation,EQUITY,Communication Services,2015-07-01,"Brean Capital Maintains Buy on Comcast, Raises PT to $69.00",mildly bullish
ACLS,"Axcelis Technologies, Inc.",EQUITY,Technology,2015-07-01,"Benchmark Initiates Coverage on Axcelis Technologies at Buy, Announces $4.50 PT",mildly bullish
COLM,Columbia Sportswear Company,EQUITY,Consumer Cyclical,2015-07-01,Mountain Hardwear Announces Appointment Scott Kerslake as Interim President,mildly bullish
ERIC,Telefonaktiebolaget LM Ericsson (publ),EQUITY,Technology,2015-07-01,Top 4 Large-Cap Stocks In The Communication Equipment Industry With The Highest EPS Growth Forecast For Next 5 Years,mildly bullish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2015-07-01,"Benzinga's M&A Chatter for Wednesday July 1, 2015",neutral
CUBA,The Herzfeld Caribbean Basin Fund Inc.,EQUITY,Financial Services,2015-07-01,8-K from Herzfeld Caribbean Basin Fund Shows Erik Herzeld Named Co-Pres,mildly bullish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2015-07-01,"PayPal Is The Purest Pure-Play On Mobile Payments, Says BMO",mildly bullish
CUBA,The Herzfeld Caribbean Basin Fund Inc.,EQUITY,Financial Services,2015-07-01,Share Of Herzfeld Caribbean Basin Fund Spikes Higher As President Obama Announces Reopening Of Cuban Embassy,mildly bullish
BIIB,Biogen Inc.,EQUITY,Healthcare,2015-07-02,"Wedbush's David Nierengarten on Applied Genetics Following Biogen Deal: Calls Partnership an 'Operational Inflection Point' for AGTC; Outperform Rating, $36 Price Target Reiterated",mildly bullish
CTSH,Cognizant Technology Solutions Corporation,EQUITY,Technology,2015-07-02,"UPDATE: Cognizant Sees FY15 Adj. EPS At Least $2.93 vs $2.97 Est., Sales At Least $12.24B vs $12.33B Est.",mildly bearish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2015-07-02,"Stifel's Christopher Brendler Likes Strategic Fit of Xoom, PayPal",mildly bullish
BIIB,Biogen Inc.,EQUITY,Healthcare,2015-07-02,Benzinga's Top #PreMarket Gainers,mildly bullish
FCEL,"FuelCell Energy, Inc.",EQUITY,Industrials,2015-07-02,UPDATE: FuelCell Energy Chairman Purchase of 100K Shares at $1.013/Share,mildly bullish
BIIB,Biogen Inc.,EQUITY,Healthcare,2015-07-02,"JP Morgan Defends Biogen, Calls Initial $124M Applied Genetic Investment An 'incremental positive'",mildly bullish
ASML,ASML Holding N.V.,EQUITY,Technology,2015-07-02,Liberum Downgrades ASML Holding to Sell,mildly bearish
CMCSA,Comcast Corporation,EQUITY,Communication Services,2015-07-02,Thursday's Top 10 Volume Stocks,neutral
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2015-07-02,"Evercore Partners Downgrades Western Union to Hold, Lowers PT to $20.00",neutral
ALLT,Allot Ltd.,EQUITY,Technology,2015-07-06,"Monday's Mid-Day Movers: Greece Says No, Crude Tumbles",mildly bearish
CCRN,"Cross Country Healthcare, Inc.",EQUITY,Healthcare,2015-07-06,Cross Country Pipeline Supply Purcahses Sideline Specialty Equipment,mildly bullish
CTSH,Cognizant Technology Solutions Corporation,EQUITY,Technology,2015-07-06,Benzinga's Top Upgrades,neutral
DVAX,Dynavax Technologies Corporation,EQUITY,Healthcare,2015-07-06,Mid-Afternoon Market Update: Dow Dips Over 100 Points; Crude Oil Tumbles 5.5%,mildly bearish
ALLT,Allot Ltd.,EQUITY,Technology,2015-07-06,Mid-Afternoon Market Update: Dow Dips Over 100 Points; Crude Oil Tumbles 5.5%,mildly bearish
BIIB,Biogen Inc.,EQUITY,Healthcare,2015-07-06,Benzinga's Volume Movers,neutral
ACIW,"ACI Worldwide, Inc.",EQUITY,Technology,2015-07-06,"Stephens & Co. Downgrades ACI Worldwide to Equal-weight, Maintains $26.00 PT",mildly bearish
CTSH,Cognizant Technology Solutions Corporation,EQUITY,Technology,2015-07-06,Benzinga's Top Upgrades,neutral
ENSG,"The Ensign Group, Inc.",EQUITY,Healthcare,2015-07-07,"New Proposed Home Health Rules Helps 'Big Guys,' Boosts M&A Outlook, SunTrust Says",mildly bullish
AGNC,AGNC Investment Corp.,EQUITY,Real Estate,2015-07-07,Wells Fargo Upgrades American Capital Agency to Outperform,mildly bullish
AVAV,"AeroVironment, Inc.",EQUITY,Industrials,2015-07-07,AeroVironment Names Raymond Cook CFO,neutral
ACGL,Arch Capital Group Ltd.,EQUITY,Financial Services,2015-07-08,"Goldman Sachs Upgrades Property & Casualty Insurance On M&A Upside, Prefers W. R. Berkley To Validus And Arch Capital",mildly bullish
BIDU,"Baidu, Inc.",EQUITY,Communication Services,2015-07-08,"FXI Shares, Other Chinese Names Volatile Post Market as Traders Discuss Chatter Chinese Authorities Could Suspend Trading",mildly bearish
ANTH,"Anthera Pharmaceuticals, Inc.",EQUITY,Healthcare,2015-07-08,Anthera Pharmaceuticals Announces Proposed Public Offering of Common Stock,mildly bearish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2015-07-08,KBW on eBay Following ChannelAdvisor Data: Sees June Figures as 'Slightly Positive',mildly bullish
DYNT,Dynatronics Corporation,EQUITY,Healthcare,2015-07-08,Dynatronics Announces Appointment Of Erin Enright And Brian Larkin To Its Board Of Directors,neutral
DLTR,"Dollar Tree, Inc.",EQUITY,Consumer Defensive,2015-07-09,"Morgan Stanley Assumes Dollar Tree Stores at Underweight, Announces $77.00 PT",mildly bearish
BIIB,Biogen Inc.,EQUITY,Healthcare,2015-07-09,"Large-Cap Biotechs Poised For Second-Half Rally, RBC Says",mildly bullish
BIDU,"Baidu, Inc.",EQUITY,Communication Services,2015-07-09,"Thursday's After-Hours Movers: Barracuda, PriceSmart, Baidu And More",neutral
BIIB,Biogen Inc.,EQUITY,Healthcare,2015-07-10,Here's Why Biogen Shares Are Crashing Today,strongly bearish
CECO,CECO Environmental Corp.,EQUITY,Industrials,2015-07-10,Option Alert: Career Education Aug $4 Call Sweep; 1500 Contracts @Ask $0.10; Now $3.39,strongly bullish
BIIB,Biogen Inc.,EQUITY,Healthcare,2015-07-10,Cowen On Biogen: View June 22 Aducanumab Presentation As 'having the potential to substantially alter perceptions of the probability of ph III success and be worth +/- $50 to BIIB',mildly bullish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2015-07-10,The 10 Most Dangerous Internet Passwords,neutral
CERS,Cerus Corporation,EQUITY,Healthcare,2015-07-13,"Cerus, Bonfils Enter Agreement For Use Of INTERCEPT Platelets & Plasma",mildly bullish
CYTK,"Cytokinetics, Incorporated",EQUITY,Healthcare,2015-07-14,Mid-Day Market Update: Vince Holding Declines After CEO Resignation; Natural Health Trends Shares Surge,neutral
CBSH,"Commerce Bancshares, Inc.",EQUITY,Financial Services,2015-07-14,"Earnings Scheduled For July 14, 2015",neutral
EA,Electronic Arts Inc.,EQUITY,Communication Services,2015-07-14,"Comcast Reports Partnership With EA, EA To Power XFINITY Games; Gamestop Trading Down, But Volatile",mildly bullish
ANTH,"Anthera Pharmaceuticals, Inc.",EQUITY,Healthcare,2015-07-14,Mid-Afternoon Market Update: Micron Gains On Rumor Of Tsinghua Bid; Navient Shares Drop,neutral
BIIB,Biogen Inc.,EQUITY,Healthcare,2015-07-14,Biogen Boost: Bank Of America Upgrades Stock To Buy Ahead Of Alzheimer's Data,mildly bullish
ENTG,"Entegris, Inc.",EQUITY,Technology,2015-07-14,Entegris Enables the Future of Contamination Control With Torrento X Series 7 nm Filtration With FlowPlane Linear Technology,mildly bullish
CAKE,The Cheesecake Factory Incorporated,EQUITY,Consumer Cyclical,2015-07-15,"BTIG Initiates Coverage Of 15 Restaurant Stocks; Prefers Chipotle, Starbucks, B-Dubs Over McDonald's, Yum & Others",mildly bullish
EXEL,"Exelixis, Inc.",EQUITY,Healthcare,2015-07-15,Filing from Exelixis Shows Registration for Common Stock Offering,neutral
CBSH,"Commerce Bancshares, Inc.",EQUITY,Financial Services,2015-07-15,Stocks Hitting 52-Week Highs,mildly bullish
ENTG,"Entegris, Inc.",EQUITY,Technology,2015-07-15,Craig-Hallum Upgrades Entegris to Buy,mildly bullish
CMCSA,Comcast Corporation,EQUITY,Communication Services,2015-07-15,Morgan Stanley's Top 15 'Vintage Values' Stock Picks For 2016,neutral
AMCX,AMC Networks Inc.,EQUITY,Communication Services,2015-07-15,"Netflix Is 'Priced To Perfection,' But When Will The Gravy Train End?",mildly bearish
CBSH,"Commerce Bancshares, Inc.",EQUITY,Financial Services,2015-07-15,Raymond James Upgrades Commerce Bancshares to Market Perform,mildly bullish
CPSS,"Consumer Portfolio Services, Inc.",EQUITY,Financial Services,2015-07-15,"CPS Reports Q2 EPS $0.27 vs. Est. $0.26, Sales $88.4M vs $72M Est.",mildly bullish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2015-07-16,Sterling Partners & Permira Funds To Acquire eBay Enterprise For $925M,mildly bullish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2015-07-16,Mid-Morning Market Update: Markets Rise; Citigroup Q2 Profit Tops Estimates,neutral
CTAS,Cintas Corporation,EQUITY,Industrials,2015-07-16,"Cintas Reports Q4 EPS $0.86 vs $0.85 Est., Sales $1.14B vs $1.15B Est.",mildly bullish
FCEL,"FuelCell Energy, Inc.",EQUITY,Industrials,2015-07-16,"FuelCell Energy Advancing Solid Oxide Fuel Cell Commercialization for Power Generation, Electrolysis and Hydrogen Production and Storage Applications",mildly bullish
AVGO,Broadcom Inc.,EQUITY,Technology,2015-07-16,Benzinga's Top Initiations,neutral
AVGO,Broadcom Inc.,EQUITY,Technology,2015-07-16,Benzinga's Top Initiations,neutral
AVGO,Broadcom Inc.,EQUITY,Technology,2015-07-17,"Avago Looking to Acquire Marvell, According to LightReading.com",mildly bullish
ERIC,Telefonaktiebolaget LM Ericsson (publ),EQUITY,Technology,2015-07-17,Morning Market Gainers,mildly bullish
ERIC,Telefonaktiebolaget LM Ericsson (publ),EQUITY,Technology,2015-07-17,Benzinga's Top #PreMarket Gainers,mildly bullish
CHKP,Check Point Software Technologies Ltd.,EQUITY,Technology,2015-07-17,Watch Other Security Names Amid Apparently Very Strong IPO of Rapid7,neutral
ASML,ASML Holding N.V.,EQUITY,Technology,2015-07-17,What's The Deal With Semiconductors Now? Summit's Sundararajan Digs Into The Sector,neutral
CMCSA,Comcast Corporation,EQUITY,Communication Services,2015-07-19,Comcast/Universal's 'Minions' Grosses $116.4M Globally,mildly bullish
BMRC,Bank of Marin Bancorp,EQUITY,Financial Services,2015-07-20,Bank of Marin Bancorp Reports Q2 EPS $0.71 vs $0.76 Est.,mildly bearish
EXEL,"Exelixis, Inc.",EQUITY,Healthcare,2015-07-20,Benzinga's Top #PreMarket Gainers,mildly bullish
CJJD,"China Jo-Jo Drugstores, Inc.",EQUITY,Healthcare,2015-07-20,China Jo-Jo Drugstores Announces $3M Registered Direct Offering,mildly bearish
BMRN,BioMarin Pharmaceutical Inc.,EQUITY,Healthcare,2015-07-20,UPDATE: BioMarin Says ABRAZO Phase 2 Trial Met Protocol-Specified Threshold,mildly bullish
EXEL,"Exelixis, Inc.",EQUITY,Healthcare,2015-07-20,Benzinga's Top #PreMarket Gainers,mildly bullish
EXEL,"Exelixis, Inc.",EQUITY,Healthcare,2015-07-20,Exelixis Up 50% After Meteroric METEOR Results,strongly bullish
EXEL,"Exelixis, Inc.",EQUITY,Healthcare,2015-07-20,Benzinga's Top #PreMarket Gainers,mildly bullish
ADBE,Adobe Inc.,EQUITY,Technology,2015-07-20,Adobe Names Abhay Parasnis As Chief Technology Officer,neutral
CLNE,Clean Energy Fuels Corp.,EQUITY,Energy,2015-07-21,Mid-Day Market Update: Dow Dips Over 1%; Harley-Davidson Shares Rise On Earnings Beat,neutral
EXPO,"Exponent, Inc.",EQUITY,Industrials,2015-07-21,"Exponent Reports Q2 EPS $0.43 vs $0.42 Est., Sales $79.864M vs $76.7M Est.",mildly bullish
AVGO,Broadcom Inc.,EQUITY,Technology,2015-07-22,"Summit Research's Srini Sundararajan Comments on Weakness in Semi, IC Names Today: Sees Pressure Related to Combo of Poor Linear Tech Results, Potential Apple iPhone Concerns",mildly bearish
ALGT,Allegiant Travel Company,EQUITY,Industrials,2015-07-22,"Raymond James Upgrades Allegiant Travel to Outperform, Announces $225.00 PT",mildly bullish
DVAX,Dynavax Technologies Corporation,EQUITY,Healthcare,2015-07-22,Benzinga's Volume Movers,neutral
BIIB,Biogen Inc.,EQUITY,Healthcare,2015-07-22,Biogen Presents New Data from Phase 1B Study of Investigational Alzheimer's Disease Treatment Aducanumab at Alzheimer's Association International Conference 2015,mildly bullish
AVGO,Broadcom Inc.,EQUITY,Technology,2015-07-22,"Stephen's Kumar Commenting on Across-the-Board Weakness in Semi, IC Stocks Today: Sees This as 'Tremendous Buying Opportunity,' Specifically Mentions Skyworks, Qorvo",mildly bullish
CRUS,"Cirrus Logic, Inc.",EQUITY,Technology,2015-07-22,Wednesday's After-Hours Movers: Another Earnings-Filled Evening,neutral
BIIB,Biogen Inc.,EQUITY,Healthcare,2015-07-22,Disappointing Drug News Sends Biogen And XOMA Shares Down,mildly bearish
CRUS,"Cirrus Logic, Inc.",EQUITY,Technology,2015-07-22,Morning Market Losers,mildly bearish
ADI,"Analog Devices, Inc.",EQUITY,Technology,2015-07-22,Drexel Hamilton Downgrades Analog Devices to Hold,mildly bearish
CRUS,"Cirrus Logic, Inc.",EQUITY,Technology,2015-07-22,"Cirrus Logic Reports Q1 adj EPS $0.54 Vs Est $0.43, Sales $282.6 Vs Est $260.73M",mildly bullish
CRUS,"Cirrus Logic, Inc.",EQUITY,Technology,2015-07-23,Morning Market Gainers,mildly bullish
CRUS,"Cirrus Logic, Inc.",EQUITY,Technology,2015-07-23,Benzinga's Top Upgrades,neutral
CRUS,"Cirrus Logic, Inc.",EQUITY,Technology,2015-07-23,How Apple Could Affect These 2 Tech Stocks,mildly bullish
CLFD,"Clearfield, Inc.",EQUITY,Technology,2015-07-23,"Clearfield Reports Q3 EPS $0.14 Vs Est $0.09, Sales $18.2M Vs Est $15.22M",mildly bullish
ASPS,Altisource Portfolio Solutions S.A.,EQUITY,Real Estate,2015-07-23,Altisource Acquires CastleLine,mildly bullish
EBTC,"Enterprise Bancorp, Inc.",EQUITY,Financial Services,2015-07-23,"Enterprise Bancorp Reports Q2 EPS $0.34, no estimates",mildly bullish
BIIB,Biogen Inc.,EQUITY,Healthcare,2015-07-24,RBC's Michael Yee Still Sees Value in Biogen's Long-Term Pipeline,mildly bullish
BIIB,Biogen Inc.,EQUITY,Healthcare,2015-07-24,US Stock Futures Edge Higher; Amazon Profit Beats Views,mildly bullish
AGEN,Agenus Inc.,EQUITY,Healthcare,2015-07-24,GSK's Malaria Vaccine With Agenus' QS-21 Stimulon Receives Positive CHMP Opinion for Prevention of Malaria in Young Children,mildly bullish
BIIB,Biogen Inc.,EQUITY,Healthcare,2015-07-24,From Conf Call: Biogen's Douglas Williams Executive VP of R&D Leaving to Become CEO of Startup,mildly bearish
BIIB,Biogen Inc.,EQUITY,Healthcare,2015-07-24,Biogen Cuts FY15 Adj. EPS Guidance to $15.50-$15.95 vs $16.63 Est.,mildly bearish
BIIB,Biogen Inc.,EQUITY,Healthcare,2015-07-24,"Biogen Posts Higher Q2 Earnings, But Sales Miss Views",mildly bearish
BIIB,Biogen Inc.,EQUITY,Healthcare,2015-07-27,Biogen Enters Collaboration with the Parkinson's Institute and Clinical Center,mildly bullish
CMCSA,Comcast Corporation,EQUITY,Communication Services,2015-07-27,The 'Content King' Stocks Winning From A Scorching Summer Box Office,mildly bullish
CDNS,"Cadence Design Systems, Inc.",EQUITY,Technology,2015-07-27,"Monday's After-Hours Movers: Baidu, Cadence Design Systems, Amkor Tech And More",neutral
BECN,"Beacon Roofing Supply, Inc.",EQUITY,Industrials,2015-07-27,Beacon's Acquisition Of Roofing Supply Group Disclosures Over Coming Months May be Catalyst According To Raymond James,mildly bullish
CMCSA,Comcast Corporation,EQUITY,Communication Services,2015-07-27,Why Google And Apple's Smarthome Issues Are Good For ADT,mildly bullish
BIDU,"Baidu, Inc.",EQUITY,Communication Services,2015-07-27,Baidu Launches Privacy App Called 'DU Privacy Vault',mildly bullish
EFOI,"Energy Focus, Inc.",EQUITY,Consumer Cyclical,2015-07-27,Energy Focus Appoints Marcia Miller CFO,mildly bullish
BECN,"Beacon Roofing Supply, Inc.",EQUITY,Industrials,2015-07-27,"Beacon Roofing Supply Reports Deal to Buy Roofing Supply Group from Clayton, Dubilier & Rice for $1.1B in Cash, Stock",mildly bullish
BIDU,"Baidu, Inc.",EQUITY,Communication Services,2015-07-27,Baidu Analysts Mostly Positive Heading Into Earnings; Mobile Search Monetization In Focus,mildly bullish
BWFG,"Bankwell Financial Group, Inc.",EQUITY,Financial Services,2015-07-27,Bankwell Financial Group Reports Q2 EPS $0.31 vs Exp $0.28,mildly bullish
BECN,"Beacon Roofing Supply, Inc.",EQUITY,Industrials,2015-07-27,Shares of Beacon Roofing Supply to Resume Trade at 8 a.m. EDT,neutral
BIDU,"Baidu, Inc.",EQUITY,Communication Services,2015-07-27,"Monday's After-Hours Movers: Baidu, Cadence Design Systems, Amkor Tech And More",neutral
AUDC,AudioCodes Ltd.,EQUITY,Technology,2015-07-28,Benzinga's Top #PreMarket Losers,mildly bearish
AUDC,AudioCodes Ltd.,EQUITY,Technology,2015-07-28,AudioCodes Reports Q2 Loss/Share $(0.01) vs EPS $0.02 Est; Revenue $32.405M vs 34.19M Est,mildly bearish
BIDU,"Baidu, Inc.",EQUITY,Communication Services,2015-07-28,Benzinga's Top Downgrades,neutral
BIDU,"Baidu, Inc.",EQUITY,Communication Services,2015-07-28,Benzinga's Top Downgrades,neutral
AUBN,"Auburn National Bancorporation, Inc.",EQUITY,Financial Services,2015-07-28,Auburn National Bancorp. Reports Q2 EPS $0.59 vs. Prior Year Quarter $0.51,mildly bullish
BIDU,"Baidu, Inc.",EQUITY,Communication Services,2015-07-28,Benzinga's Top Downgrades,neutral
BIDU,"Baidu, Inc.",EQUITY,Communication Services,2015-07-28,"Pacific Crest Downgrades Baidu, Says Spending Could Rise And Monetization Could Be Low",mildly bearish
EZPW,"EZCORP, Inc.",EQUITY,Financial Services,2015-07-29,"EZCORP Reports New Company Strategy, Structure and Business Focus; Expected To Produce 34M Savings After 3 Years",mildly bullish
EML,The Eastern Company,EQUITY,Industrials,2015-07-29,Eastern Co Reports Q2 EPS $0.09; No Est; Sales $37M,mildly bullish
CCRN,"Cross Country Healthcare, Inc.",EQUITY,Healthcare,2015-07-29,Cross Country Healthcare To Sell Education Business To PESI For $8M,mildly bullish
BGFV,Big 5 Sporting Goods Corporation,EQUITY,Consumer Cyclical,2015-07-29,Mid-Morning Market Update: Markets Mostly Mixed; Mastercard Earnings Meet Estimates,neutral
CVLT,"Commvault Systems, Inc.",EQUITY,Technology,2015-07-29,"Jefferies Upgrades CommVault Systems to Buy, Lowers PT to $45.00",mildly bullish
ADBE,Adobe Inc.,EQUITY,Technology,2015-07-29,Russian Hackers Use Twitter To Hack U.S. Government Computers,strongly bearish
DGLY,"Digital Ally, Inc.",EQUITY,Communication Services,2015-07-29,Digital Ally Wins Patent Litigation: Green Light For Shareholders,mildly bullish
EA,Electronic Arts Inc.,EQUITY,Communication Services,2015-07-30,Electronic Arts Raises FY Outlook,mildly bullish
COHU,"Cohu, Inc.",EQUITY,Technology,2015-07-30,"Cohu Reports Q2 Adj EPS $0.27 Vs Est $0.21, Sales $75.2M Vs Est $73.02; Sees Q3 Sales $66M vs Est $82.98M",mildly bullish
FFBC,First Financial Bancorp.,EQUITY,Financial Services,2015-07-30,First Financial Bancorp Reports Q2 EPS $0.31 vs. Est. $0.30,mildly bullish
CSIQ,Canadian Solar Inc.,EQUITY,Technology,2015-07-30,Canadian Solar Supplies Commercial Three-Phase Inverters to Agricultural Farms in California,mildly bullish
EXLS,"ExlService Holdings, Inc.",EQUITY,Technology,2015-07-30,Exl Service Sees FY EPS $1.88 to $1.98 vs $1.90 est,mildly bullish
FCEL,"FuelCell Energy, Inc.",EQUITY,Industrials,2015-07-30,FuelCell Reports Project Dev. Agreement With E.ON Connecting Energies GmbH And First European Megawatt Stationary Fuel Cell Power Plant Sale In Europe,mildly bullish
ASTE,"Astec Industries, Inc.",EQUITY,Industrials,2015-07-31,Keep An Eye On Mario Gabelli's Latest Small-Cap Moves,neutral
CHKP,Check Point Software Technologies Ltd.,EQUITY,Technology,2015-07-31,How Hackers Might Make You Rich,neutral
CSIQ,Canadian Solar Inc.,EQUITY,Technology,2015-08-03,Why Are Solar Stocks Down After Obama's Carbon Announcement?,mildly bearish
BCLI,Brainstorm Cell Therapeutics Inc.,EQUITY,Healthcare,2015-08-03,BrainStorm Appoints Yoram Bibring As CFO,neutral
